차종,가격,연식,배기량,주행거리,색상,변속기,연료,선루프,LED헤드램프,어댑티드헤드램프,가죽시트,열선시트(앞좌석),통풍시트,후방센서,스마트키,네비게이션(순정),네비게이션(비순정),전손유무,소유자 이전 횟수,침수유무
제네시스 GV80 3.0 디젤 AWD 5인승,"5,600만원",2020.1,"2,996 cc (278마력)","48,450 km",검정색,자동,디젤,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
제네시스 GV80 3.0 디젤 AWD 5인승,"5,980만원",2020.02,"2,996 cc (278마력)","46,273 km",검정색,자동,디젤,,,,,,,,,,,,,
현대 더 뉴 그랜저 2.5 캘리그래피,"3,350만원",2021.01,"2,497 cc (198마력)","49,819 km",흰색,자동,가솔린,,,,,,,,,,,,,
제네시스 GV80 2.5 터보 AWD 5인승,"7,399만원",2022.05,"2,497 cc (304마력)","4,839 km",검정색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 3.5 터보,"3,770만원",2020.1,"3,470 cc (380마력)","79,645 km",검정색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
현대 더 뉴 그랜저 2.5 캘리그래피,"2,640만원",2020.06,"2,497 cc (198마력)","60,438 km",검정색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
현대 아반떼 N 2.0 터보,"2,799만원",2022.09,"1,998 cc (280마력)","33,439 km",흰색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD 그래비티,"3,570만원",2020.1,"1,598 cc (230마력)","53,364 km",흰색,자동,가솔린 하이브리드,,,,,,,,,,,,,
기아 올 뉴 K7 하이브리드 2.4 HEV 노블레스 스페셜,"2,590만원",2018.12,"2,359 cc (199마력)","76,062 km",흰색,자동,가솔린 하이브리드,1,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 3.5 터보 AWD,"6,490만원",2023.07,"3,470 cc (380마력)","14,061 km",검정색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 GV80 3.0 디젤 AWD  7인승,"5,599만원",2020.12,"2,996 cc (278마력)","54,145 km",진회색,자동,디젤,1,1,1,1,1,1,1,1,1,0,,,
제네시스 GV80 2.5 터보 5인승,"5,190만원",2021.01,"2,497 cc (304마력)","65,471 km",흰색,자동,가솔린,0,1,0,1,1,1,1,1,1,0,,,
제네시스 GV80 3.0 디젤 5인승,"4,890만원",2020.04,"2,996 cc (278마력)","52,419 km",진회색,자동,디젤,1,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 2.5 터보 AWD,"5,390만원",2021.08,"2,497 cc (304마력)","33,035 km",흰색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
기아 더 뉴 카니발 2.2 디젤 9인승 노블레스 스페셜,"2,780만원",2019.11,"2,199 cc (202마력)","26,612 km",흰색,자동,디젤,,,,,,,,,,,,,
제네시스 GV80 3.0 디젤 AWD 5인승,"4,690만원",2020.04,"2,996 cc (278마력)","74,625 km",흰색,자동,디젤,0,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 2.5 터보,"5,280만원",2021.03,"2,497 cc (304마력)","27,288 km",흰색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
제네시스 G90 2세대 3.5 터보 AWD 프레스티지 컬렉션,"9,790만원",2023.07,"3,470 cc (380마력)","11,382 km",진회색,자동,가솔린,,,,,,,,,,,,,
제네시스 더 올 뉴 G80 2.5 터보 AWD,"3,830만원",2021.08,"2,497 cc (304마력)","68,302 km",검정색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
현대 더 뉴 그랜저 2.5 캘리그래피,"3,300만원",2021.01,"2,497 cc (198마력)","53,824 km",검정색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
현대 더 뉴 그랜저 2.5 익스클루시브,"3,170만원",2020.06,"2,497 cc (198마력)","32,727 km",검정색,자동,가솔린,,,,,,,,,,,,,
제네시스 G90 2세대 3.5 터보 AWD 프리미엄 컬렉션,"8,790만원",2022.06,"3,470 cc (380마력)","21,802 km",검정색,자동,가솔린,,,,,,,,,,,,,
제네시스 G90 2세대 3.5 터보 AWD 프레스티지 컬렉션,"9,050만원",2022.12,"3,470 cc (380마력)","38,413 km",검정색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
제네시스 G90 2세대 3.5 터보 AWD 프리미엄 컬렉션,"8,990만원",2022.04,"3,470 cc (380마력)","31,924 km",검정색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 2.5 터보 AWD,"5,680만원",2021.02,"2,497 cc (304마력)","6,603 km",검정색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
현대 더 뉴 그랜저 2.5 르블랑,"2,540만원",2022.06,"2,497 cc (198마력)","36,590 km",검정색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 2.5 터보 AWD,"5,650만원",2021.1,"2,497 cc (304마력)","36,143 km",흰색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 2.5 터보 AWD,"4,850만원",2021.12,"2,497 cc (304마력)","20,735 km",흰색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 2.5 터보 AWD,"4,790만원",2021.06,"2,497 cc (304마력)","63,650 km",흰색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 3.5 터보 AWD,"5,090만원",2020.11,"3,470 cc (380마력)","23,047 km",검정색,자동,가솔린,,,,,,,,,,,,,
기아 K5 1.6 터보 시그니처,"2,870만원",2022.02,"1,598 cc (180마력)","24,618 km",검정색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 2.5 터보,"5,199만원",2020.12,"2,497 cc (304마력)","20,267 km",검정색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
기아 K7 프리미어 하이브리드 2.4 HEV  노블레스,"2,870만원",2021.01,"2,359 cc (199마력)","65,297 km",검정색,자동,가솔린 하이브리드,0,1,1,1,1,1,1,1,1,0,,,
기아 카니발 4세대 3.5 가솔린 9인승  시그니처,"3,599만원",2021.03,"3,470 cc (294마력)","37,923 km",검정색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 2.5 터보,"5,070만원",2021.1,"2,497 cc (304마력)","42,843 km",흰색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 GV80 3.5 터보 5인승,"4,890만원",2020.06,"3,470 cc (380마력)","60,022 km",진회색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
제네시스 GV80 3.5 터보 AWD 7인승,"4,840만원",2020.07,"3,470 cc (380마력)","70,057 km",흰색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
현대 아반떼 N 2.0 터보,"2,799만원",2022.09,"1,998 cc (280마력)","43,837 km",검정색,자동,가솔린,1,0,0,0,0,0,0,0,0,0,,,
기아 카니발 4세대 3.5 가솔린 9인승 하이리무진  시그니처,"4,980만원",2022.04,"3,470 cc (294마력)","32,899 km",흰색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD  프레스티지,"3,250만원",2021.07,"1,598 cc (230마력)","61,193 km",흰색,자동,가솔린 하이브리드,0,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 2.5 터보 AWD,"5,790만원",2023.04,"2,497 cc (304마력)","12,835 km",검정색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 2.5 터보,"5,090만원",2021.01,"2,497 cc (304마력)","28,886 km",검정색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
기아 K8 3.5 AWD 플래티넘,"3,650만원",2021.05,"3,470 cc (300마력)","34,082 km",진회색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 G70 2.0 터보 엘리트,"2,799만원",2019.09,"1,998 cc (252마력)","32,227 km",흰색,자동,가솔린,,,,,,,,,,,,,
기아 더 뉴 모하비 3.0 디젤 AWD  프레지던트,"2,480만원",2018.06,"2,959 cc (260마력)","74,495 km",검정색,자동,디젤,1,0,0,1,1,1,1,1,1,0,,,
제네시스 G90 2세대 3.5 터보 AWD 프레스티지 컬렉션,"9,550만원",2022.09,"3,470 cc (380마력)","27,328 km",검정색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 GV80 3.0 디젤 AWD 5인승,"5,250만원",2020.11,"2,996 cc (278마력)","51,345 km",회색,자동,디젤,0,1,1,1,1,1,1,1,1,0,,,
현대 더 뉴 그랜저 2.5  캘리그래피,"2,940만원",2020.08,"2,497 cc (198마력)","53,117 km",진회색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
제네시스 GV80 3.0 디젤 AWD 5인승,"5,390만원",2020.05,"2,996 cc (278마력)","77,441 km",검정색,자동,디젤,0,1,1,1,1,1,1,1,1,0,,,
기아 K5 1.6 터보 프레스티지,"2,080만원",2020.07,"1,598 cc (180마력)","27,437 km",흰색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 3.5 터보 AWD,"4,290만원",2020.09,"3,470 cc (380마력)","50,274 km",진회색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
제네시스 G90 2세대 3.5 터보 AWD,"7,990만원",2022.11,"3,470 cc (380마력)","24,667 km",진회색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 2.5 터보 AWD,"4,850만원",2021.04,"2,497 cc (304마력)","41,500 km",흰색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 GV80 3.5 터보 AWD 5인승,"5,890만원",2020.11,"3,470 cc (380마력)","41,226 km",진회색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 2.5 터보 AWD 스포츠팩,"6,150만원",2022.11,"2,497 cc (304마력)","32,159 km",흰색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 2.5 터보,"4,500만원",2020.07,"2,497 cc (304마력)","30,385 km",검정색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 GV80 3.5 터보 AWD 5인승,"5,670만원",2021.12,"3,470 cc (380마력)","68,948 km",검정색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
제네시스 GV80 2.5 터보 5인승,"6,299만원",2022.01,"2,497 cc (304마력)","25,241 km",흰색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
제네시스 GV80 3.5 터보 AWD  6인승,"7,290만원",2022.07,"3,470 cc (380마력)","11,187 km",진회색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 G70 2.0 터보  엘리트,"2,999만원",2019.07,"1,998 cc (252마력)","37,554 km",흰색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
현대 팰리세이드 3.8 가솔린 2WD  프레스티지,"2,950만원",2020.04,"3,778 cc (295마력)","46,235 km",검정색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
제네시스 GV70 2.2 디젤 AWD 스포츠,"4,490만원",2021.07,"2,151 cc (210마력)","41,888 km",진회색,자동,디젤,1,1,1,1,1,1,1,1,1,0,,,
제네시스 G70 3.3 터보 AWD 스포츠 엘리트,"2,599만원",2019.03,"3,342 cc (370마력)","60,245 km",진회색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 3.5 터보 AWD 스포츠팩,"6,190만원",2022.06,"3,470 cc (380마력)","14,000 km",검정색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
